pmc_ID,date
PMC4302125,2015-01-16
PMC4307147,2014-12-31
PMC4308892,2014-12-30
PMC4331701,2015-01-21
PMC4339678,2015-02-13
PMC4339746,2015-02-13
PMC4339751,2015-02-07
PMC4343279,2015-02-15
PMC4344733,2015-02-21
PMC4347618,2015-02-23
PMC4347619,2015-02-23
PMC4347621,2015-02-23
PMC4347972,2015-02-22
PMC4355475,2015-03-07
PMC4355992,2015-02-25
PMC4359553,2015-03-07
PMC4363349,2014-10-24
PMC4374500,2015-03-18
PMC4376348,2015-03-24
PMC4380255,2015-03-27
PMC4384298,2015-01-28
PMC4384356,2015-01-28
PMC4392865,2015-03-21
PMC4402702,2015-03-18
PMC4403973,2015-03-15
PMC4407391,2015-03-18
PMC4408593,2015-04-11
PMC4411712,2015-04-10
PMC4429496,2015-05-13
PMC4434877,2015-04-03
PMC4448272,2015-05-29
PMC4448281,2015-04-30
PMC4448883,2015-05-09
PMC4449525,2015-05-15
PMC4449974,2015-05-31
PMC4450468,2015-04-29
PMC4453228,2015-06-04
PMC4459672,2015-06-09
PMC4459677,2015-06-09
PMC4462005,2015-06-11
PMC4464037,2015-06-01
PMC4464605,2015-06-01
PMC4465016,2015-06-12
PMC4472167,2015-06-18
PMC4480927,2015-06-26
PMC4489045,2015-07-02
PMC4497424,2015-07-10
PMC4502638,2015-07-16
PMC4512094,2015-07-23
PMC4515008,2015-07-25
PMC4518889,2015-07-30
PMC4539688,2015-08-19
PMC4539887,2015-08-19
PMC4545859,2015-08-07
PMC4546821,2015-08-23
PMC4551367,2015-08-28
PMC4551517,2015-08-28
PMC4559005,2015-09-03
PMC4559175,2015-09-03
PMC4559209,2015-09-03
PMC4559919,2015-09-04
PMC4570262,2015-09-14
PMC4572678,2015-09-15
PMC4573686,2015-09-16
PMC4583191,2015-09-24
PMC4597416,2015-09-25
PMC4599320,2015-10-08
PMC4600256,2015-10-09
PMC4603742,2015-10-02
PMC4609108,2015-10-16
PMC4618947,2015-10-22
PMC4625461,2015-10-28
PMC4625728,2015-10-28
PMC4625869,2015-10-28
PMC4632369,2015-11-04
PMC4634733,2015-11-04
PMC4635600,2015-11-05
PMC4636836,2015-11-06
PMC4641353,2015-11-10
PMC4647709,2015-11-16
PMC4650369,2015-11-18
PMC4659212,2015-11-25
PMC4659244,2015-11-25
PMC4667447,2015-12-02
PMC4674845,2015-12-07
PMC4674851,2015-12-07
PMC4674855,2015-12-07
PMC4674864,2015-12-07
PMC4682393,2015-12-09
PMC4682404,2015-12-09
PMC4696252,2015-12-29
PMC4702420,2016-01-06
PMC4708002,2015-12-09
PMC4709900,2016-01-12
PMC4710051,2016-01-12
PMC4711006,2016-01-13
PMC4715287,2016-01-16
PMC4719533,2016-01-19
PMC4719745,2016-01-19
PMC4721010,2016-01-20
PMC4722633,2016-01-22
PMC4735967,2016-02-02
PMC4739097,2016-02-03
PMC4744442,2016-02-06
PMC4746802,2016-02-09
PMC4751708,2016-02-12
PMC4751710,2016-02-12
PMC4759767,2016-02-19
PMC4759986,2016-02-19
PMC4766705,2016-02-25
PMC4769543,2016-02-27
PMC4776351,2016-03-03
PMC4782368,2016-03-08
PMC4784399,2016-03-08
PMC4797117,2016-03-18
PMC4804474,2016-03-23
PMC4806451,2016-03-24
PMC4815201,2016-03-31
PMC4836068,2016-04-18
PMC4836156,2016-04-18
PMC4840868,2016-04-22
PMC4840974,2016-04-22
PMC4847341,2016-04-27
PMC4850673,2016-04-29
PMC4855472,2016-05-04
PMC4857427,2016-05-05
PMC4858847,2016-05-06
PMC4862148,2016-05-10
PMC4864913,2016-05-11
PMC4869249,2016-05-17
PMC4895247,2016-01-11
PMC4895707,2016-01-11
PMC4895785,2016-01-11
PMC4895817,2016-06-07
PMC4896272,2016-03-02
PMC4905608,2016-06-06
PMC4905609,2016-06-06
PMC4910249,2016-06-16
PMC4912784,2016-06-17
PMC4917940,2016-06-22
PMC4919894,2016-06-24
PMC4928286,2016-06-29
PMC4930602,2016-07-02
PMC4932705,2016-07-05
PMC4932723,2016-07-04
PMC4955262,2016-07-20
PMC4959352,2016-01-20
PMC4959389,2016-01-20
PMC4963998,2016-07-28
PMC4964316,2016-07-27
PMC4965712,2016-07-25
PMC4965726,2016-07-28
PMC4965733,2016-07-28
PMC4966778,2016-07-29
PMC4970299,2016-08-02
PMC4992252,2016-08-20
PMC4992282,2016-08-19
PMC4995760,2016-08-23
PMC4997703,2016-08-25
PMC5006569,2016-08-31
PMC5009819,2016-08-31
PMC5016890,2016-09-09
PMC5022247,2016-09-13
PMC5024470,2016-09-15
PMC5025614,2016-09-15
PMC5027123,2016-09-17
PMC5035472,2016-09-23
PMC5041328,2016-09-29
PMC5046198,2016-09-22
PMC5055726,2016-10-08
PMC5057277,2016-10-10
PMC5069797,2016-10-18
PMC5069997,2016-10-19
PMC5073875,2016-10-21
PMC5073942,2016-10-06
PMC5074001,2016-10-06
PMC5080739,2016-10-26
PMC5096314,2016-11-04
PMC5103424,2016-11-09
PMC5109843,2016-11-14
PMC5123249,2016-11-08
PMC5123373,2016-11-25
PMC5123378,2016-11-08
PMC5123383,2016-11-08
PMC5124285,2016-11-25
PMC5133487,2016-11-22
PMC5133492,2016-11-22
PMC5139036,2016-12-06
PMC5142417,2016-12-07
PMC5148890,2016-12-09
PMC5168810,2016-12-19
PMC517707,2004-08-31
PMC518975,2004-09-06
PMC5209828,2017-01-03
PMC5210301,2017-01-03
PMC5210316,2017-01-03
PMC5225587,2017-01-11
PMC5237282,2017-01-13
PMC5237319,2017-01-13
PMC5237546,2017-01-14
PMC5240266,2017-01-17
PMC5240434,2017-01-17
PMC5242055,2017-01-18
PMC5244592,2017-01-19
PMC5249028,2016-12-13
PMC5249029,2016-12-13
PMC5259824,2016-12-23
PMC5259837,2017-01-23
PMC5259853,2017-01-24
PMC5259956,2016-12-23
PMC5260008,2017-01-23
PMC5260104,2016-12-22
PMC526220,2004-10-11
PMC5264486,2017-01-25
PMC5267387,2017-01-25
PMC5282853,2017-01-31
PMC5282906,2017-01-31
PMC5286865,2017-02-01
PMC5288875,2017-02-02
PMC5294841,2017-02-06
PMC5294888,2017-01-31
PMC5294900,2017-02-06
PMC5303223,2017-02-10
PMC5303311,2017-02-10
PMC5307731,2017-02-13
PMC5311845,2017-02-16
PMC5312442,2017-02-16
PMC5319012,2017-02-21
PMC5322580,2017-02-22
PMC5324271,2017-02-23
PMC5327533,2017-02-27
PMC5330036,2017-02-28
PMC5335754,2017-03-03
PMC5336615,2017-03-04
PMC5336648,2017-03-04
PMC5336655,2017-03-04
PMC5340033,2017-03-07
PMC5343294,2017-03-09
PMC5346188,2017-03-11
PMC5356398,2017-03-16
PMC5359929,2017-03-20
PMC5359966,2017-03-20
PMC5359991,2017-03-20
PMC5364645,2017-03-23
PMC5364679,2017-03-23
PMC5374548,2017-03-14
PMC5374550,2017-03-22
PMC5374559,2017-03-14
PMC5374660,2017-03-14
PMC5374687,2017-03-14
PMC5374695,2017-03-22
PMC5374700,2017-03-23
PMC5381037,2017-04-04
PMC5382505,2017-04-05
PMC5387268,2017-04-11
PMC5395875,2017-04-18
PMC5406902,2017-04-26
PMC5414305,2017-05-02
PMC5414344,2017-05-02
PMC5427619,2017-05-12
PMC5429578,2017-05-12
PMC5442705,2017-05-23
PMC545082,2004-12-17
PMC5461682,2017-06-06
PMC5461685,2017-06-06
PMC5461778,2017-06-06
PMC5470212,2017-06-13
PMC5471957,2017-06-07
PMC5471961,2017-05-31
PMC5477283,2017-06-19
PMC5480187,2017-06-20
PMC548129,2005-01-20
PMC5481992,2017-06-23
PMC5483284,2017-06-24
PMC5485588,2017-06-26
PMC5490186,2017-06-28
PMC5490196,2017-06-28
PMC5493069,2017-06-30
PMC5500955,2017-07-06
PMC5504734,2017-07-10
PMC5504766,2017-07-10
PMC5520322,2017-07-20
PMC5525214,2017-07-24
PMC5532784,2017-07-27
PMC5540620,2017-08-01
PMC5543545,2017-08-03
PMC5547489,2017-08-07
PMC5549294,2017-08-08
PMC5550947,2017-08-09
PMC555536,2005-02-23
PMC5563063,2017-08-18
PMC5568075,2017-08-23
PMC5603007,2017-09-15
PMC5604298,2017-09-18
PMC5604413,2017-09-18
PMC5607646,2017-09-20
PMC5623974,2017-09-29
PMC5629557,2017-10-03
PMC5634843,2017-10-10
PMC5637252,2017-10-11
PMC5640951,2017-10-13
PMC5648503,2017-10-18
PMC5657035,2017-10-16
PMC5657049,2017-10-16
PMC5657078,2017-10-16
PMC5667504,2017-08-31
PMC5686814,2017-11-14
PMC5691387,2017-11-16
PMC5697344,2017-11-21
PMC5699183,2017-11-21
PMC5700673,2017-11-22
PMC5702113,2017-11-25
PMC5702205,2017-11-25
PMC5704532,2017-11-28
PMC5719527,2017-12-06
PMC5735940,2017-12-19
PMC5738049,2017-12-20
PMC5740711,2017-12-21
PMC5740937,2017-12-21
PMC5745983,2017-12-28
PMC5751600,2017-12-28
PMC5751770,2017-12-28
PMC5751806,2017-12-28
PMC5756333,2018-01-05
PMC5759208,2018-01-08
PMC5778658,2018-01-23
PMC5800085,2018-02-05
PMC5807796,2018-02-09
PMC5813365,2018-02-14
PMC5817627,2017-11-29
PMC5819234,2018-02-20
PMC5838881,2018-03-05
PMC5842653,2018-03-07
PMC5845352,2018-03-09
PMC5850943,2018-03-08
PMC5870402,2018-03-27
PMC5872553,2018-03-21
PMC5896110,2018-04-11
PMC5896118,2018-04-11
PMC5897949,2018-04-12
PMC5899412,2018-04-13
PMC5907140,2018-04-11
PMC5907142,2018-04-11
PMC5907363,2018-04-18
PMC5907718,2018-04-19
PMC5910555,2018-04-20
PMC5960098,2018-05-18
PMC5966861,2018-05-23
PMC5970540,2018-05-25
PMC5975413,2018-05-30
PMC5977474,2018-05-30
PMC5994075,2018-06-08
PMC5996513,2018-06-11
PMC5998758,2018-06-13
PMC5998888,2018-05-08
PMC5998889,2018-05-08
PMC6019795,2018-06-07
PMC6029352,2018-07-03
PMC6043997,2018-07-13
PMC6044007,2018-07-13
PMC6044013,2018-07-13
PMC6047367,2018-06-11
PMC6048696,2018-07-16
PMC6048772,2018-07-16
PMC6050683,2018-07-17
PMC6052550,2018-07-18
PMC6052553,2018-07-18
PMC6069750,2018-07-09
PMC6069782,2018-07-31
PMC6083570,2018-08-08
PMC6102811,2018-08-20
PMC6112139,2018-07-23
PMC6116485,2018-08-29
PMC6122196,2018-09-04
PMC6134797,2018-09-12
PMC6142401,2018-09-17
PMC6148965,2018-09-20
PMC6150983,2018-09-21
PMC6157051,2018-09-25
PMC6172735,2018-10-04
PMC6180484,2018-10-10
PMC6180486,2018-10-10
PMC6182872,2018-10-11
PMC6186068,2018-10-11
PMC6191969,2018-10-15
PMC6192113,2018-10-16
PMC6192323,2018-10-16
PMC6199797,2018-10-23
PMC6201546,2018-10-24
PMC6201593,2018-10-24
PMC6204047,2018-10-26
PMC6211426,2018-11-01
PMC6215618,2018-11-03
PMC6215649,2018-11-03
PMC6215657,2018-11-03
PMC6219008,2018-11-06
PMC6223087,2018-11-07
PMC6234607,2018-11-14
PMC6245503,2018-11-20
PMC6245506,2018-11-20
PMC6245581,2018-11-20
PMC6247705,2018-11-20
PMC6249767,2018-11-22
PMC6251179,2018-11-22
PMC6266930,2018-11-30
PMC6266932,2018-11-30
PMC6266956,2018-11-30
PMC6267036,2018-11-29
PMC6278053,2018-12-04
PMC6284311,2018-10-29
PMC6288881,2018-12-10
PMC6292049,2018-12-12
PMC6296024,2018-12-17
PMC6296107,2018-12-17
PMC6299935,2018-12-19
PMC6300029,2018-12-19
PMC6303932,2018-12-22
PMC6303941,2018-12-22
PMC6307164,2018-12-27
PMC6309076,2018-12-28
PMC6318855,2019-01-03
PMC6323748,2019-01-08
PMC6323790,2019-01-07
PMC6327440,2019-01-09
PMC6334396,2019-01-15
PMC6337828,2019-01-17
PMC6339299,2019-01-18
PMC6343306,2019-01-22
PMC6343335,2019-01-23
PMC6345043,2019-01-24
PMC6348648,2019-01-28
PMC6350380,2019-01-28
PMC6362582,2019-02-05
PMC6366102,2019-02-06
PMC6380029,2019-02-18
PMC6380061,2019-02-18
PMC6383233,2019-02-20
PMC6389035,2018-02-19
PMC6390332,2019-02-26
PMC6399874,2019-03-04
PMC6404334,2019-03-06
PMC6407284,2019-03-07
PMC6417009,2019-03-14
PMC6419539,2019-03-14
PMC6420731,2019-03-15
PMC6421703,2019-03-18
PMC6427896,2019-03-20
PMC6437899,2019-03-27
PMC6439963,2019-03-29
PMC6439966,2019-03-29
PMC6439976,2019-03-29
PMC6458730,2019-04-11
PMC6466727,2019-04-15
PMC6469118,2019-04-16
PMC6471692,2019-04-18
PMC6471694,2019-04-18
PMC6472186,2019-04-18
PMC6483058,2019-02-13
PMC6487045,2019-04-27
PMC6489300,2019-04-29
PMC6498663,2019-05-02
PMC6498700,2019-05-02
PMC6500068,2019-05-03
PMC6503437,2019-05-06
PMC6507234,2019-05-08
PMC6509807,2019-05-09
PMC6509866,2019-05-01
PMC6509869,2019-05-01
PMC6509870,2019-05-01
PMC6509871,2019-05-01
PMC6511130,2019-05-10
PMC6518761,2019-05-14
PMC6521357,2019-05-16
PMC6528199,2019-05-20
PMC6540576,2019-05-28
PMC6542064,2019-05-29
PMC6545690,2019-06-03
PMC6547514,2019-06-03
PMC6547519,2019-06-03
PMC6549370,2019-06-04
PMC6551236,2019-06-06
PMC6558917,2019-06-10
PMC6567431,2019-06-13
PMC6567499,2019-06-13
PMC6567655,2019-06-13
PMC6580603,2019-06-17
PMC6584510,2019-06-20
PMC6591975,2019-06-24
PMC6599234,2019-06-28
PMC6599294,2019-06-28
PMC6599308,2019-06-28
PMC6604281,2019-07-02
PMC6604332,2019-07-02
PMC6615267,2019-07-08
PMC6617954,2019-07-10
PMC6624880,2019-07-12
PMC6636065,2019-07-16
PMC1082884,2005-03-22
PMC1800835,2007-01-30
PMC2099419,2007-09-20
PMC2222620,2007-10-10
PMC2426674,2008-06-03
PMC2630914,2009-01-13
PMC2645369,2008-11-12
PMC2681450,2009-03-31
PMC2711048,2009-06-26
PMC2761875,2009-09-22
PMC2777867,2009-11-03
PMC2785767,2009-11-20
PMC2793254,2009-12-02
PMC2826312,2010-01-20
PMC2880020,2010-05-11
PMC2907589,2010-03-31
PMC2919467,2010-07-12
PMC2992495,2010-11-15
PMC3022773,2010-12-21
PMC3104486,2011-05-31
PMC3193812,2011-09-27
PMC3310788,2012-03-01
PMC3313882,2012-01-26
PMC3386895,2012-05-31
PMC3473239,2012-07-27
PMC3482588,2012-08-14
PMC3726347,2013-07-17
PMC3849502,2013-09-06
PMC3899939,2013-12-30
PMC3901033,2013-12-30
PMC3906977,2013-10-16
PMC3923258,2014-01-24
PMC3942054,2014-02-19
PMC4064517,2014-03-24
PMC4071345,2014-06-09
PMC4203973,2014-10-01
PMC4206766,2014-10-03
PMC4210518,2014-10-06
PMC4218987,2014-10-07
PMC4228148,2014-10-28
PMC4228153,2014-11-12
PMC4228161,2014-10-29
PMC4254204,2014-11-19
PMC4275981,2014-12-04
PMC4296552,2014-12-21
PMC4298066,2014-12-20
PMC4343181,2015-01-20
PMC4381397,2015-03-26
PMC4381671,2015-02-24
PMC4410466,2015-03-24
PMC4446157,2015-05-02
PMC4486089,2015-06-05
PMC4487509,2015-06-16
PMC4494155,2015-06-20
PMC4494158,2015-06-10
PMC4508805,2015-07-22
PMC4522105,2015-08-01
PMC4548305,2015-08-25
PMC4556013,2015-09-02
PMC4580311,2015-09-23
PMC4665911,2015-11-30
PMC4676161,2015-12-10
PMC4689037,2015-12-22
PMC4690272,2015-12-23
PMC4698820,2016-01-04
PMC4709873,2016-01-11
PMC4724118,2016-01-22
PMC4759884,2016-02-19
PMC4860760,2016-05-09
PMC4904359,2016-06-13
PMC4922063,2016-06-27
PMC4932719,2016-07-05
PMC4942891,2016-07-13
PMC4967989,2016-08-01
PMC4968023,2016-08-01
PMC5067906,2016-10-17
PMC5141650,2016-12-07
PMC5143455,2016-12-07
PMC5157087,2016-12-14
PMC5304391,2017-02-13
PMC5304403,2017-02-13
PMC5329927,2017-02-28
PMC5358052,2017-03-20
PMC5360049,2017-03-21
PMC5370491,2017-03-29
PMC5408385,2017-04-28
PMC5426048,2017-05-11
PMC5427549,2017-05-11
PMC5438562,2017-05-19
PMC5492891,2017-06-29
PMC5535293,2017-07-31
PMC5535294,2017-07-31
PMC5576327,2017-08-30
PMC5577786,2017-08-31
PMC5604175,2017-09-19
PMC5721592,2017-12-08
PMC5731064,2017-12-14
PMC5745965,2017-12-27
PMC5765654,2018-01-11
PMC5765664,2018-01-11
PMC5840776,2018-03-06
PMC5861675,2018-03-20
PMC5881181,2018-04-03
PMC5899321,2018-04-13
PMC5907361,2018-04-18
PMC5925840,2018-04-30
PMC5930764,2018-05-02
PMC5937035,2018-05-07
PMC5952572,2018-05-14
PMC5960102,2018-05-18
PMC5989470,2018-06-05
PMC6022502,2018-06-28
PMC6047131,2018-07-16
PMC6060493,2018-07-26
PMC6090591,2018-08-13
PMC6090939,2018-08-02
PMC6090961,2018-08-02
PMC6090990,2018-08-02
PMC6142630,2018-09-18
PMC6145337,2018-09-18
PMC6145349,2018-09-18
PMC6149058,2018-09-20
PMC6151936,2018-09-24
PMC6161364,2018-09-27
PMC6169085,2018-10-02
PMC6171237,2018-10-03
PMC6176503,2018-10-08
PMC6219170,2018-11-05
PMC6238301,2018-11-15
PMC6257957,2018-11-26
PMC6298126,2018-12-18
PMC6303931,2018-12-21
PMC6309101,2018-12-28
PMC6344992,2019-01-24
PMC6346536,2019-01-25
PMC6357469,2019-01-31
PMC6366073,2019-02-07
PMC6385403,2019-02-22
PMC6394051,2019-02-28
PMC6417139,2019-03-12
PMC6441219,2019-03-29
PMC6454771,2019-04-08
PMC6456965,2019-04-10
PMC6515687,2019-05-14
PMC6543643,2019-05-30
PMC6560912,2019-06-12
PMC6589892,2019-06-24
PMC6626364,2019-07-12
PMC6631800,2019-07-16
PMC6637605,2019-07-18
PMC5558186,2017-08-11
PMC1838899,2007-03-21
PMC1904212,2007-05-23
PMC2547107,2008-09-11
PMC2588579,2008-11-04
PMC2698882,2009-05-27
PMC2764706,2009-10-08
PMC2790446,2009-11-25
PMC2805631,2009-12-21
PMC2828399,2010-01-28
PMC2830168,2010-02-17
PMC2902407,2010-06-23
PMC4026109,2014-05-15
PMC4082179,2014-06-26
PMC4520150,2015-07-30
PMC4570701,2015-09-15
PMC4591623,2015-10-01
PMC4866027,2016-05-12
PMC5240201,2017-01-17
PMC5241980,2017-01-18
PMC5307762,2017-02-13
PMC5387206,2017-04-11
PMC5558722,2017-08-15
PMC5801686,2018-02-06
PMC5803895,2018-02-07
PMC5816537,2018-02-17
PMC5944158,2018-05-09
PMC5984819,2018-06-01
PMC6593523,2019-06-25
PMC6598237,2019-06-28
PMC1183194,2005-07-07
PMC1501041,2006-06-07
PMC1533844,2006-06-30
PMC1544346,2006-06-14
PMC155676,2003-03-18
PMC1609181,2006-10-05
PMC1698935,2006-11-30
PMC1764759,2006-12-06
PMC1829401,2007-03-07
PMC1852112,2007-03-27
PMC1852565,2007-04-03
PMC1865555,2007-04-12
PMC1904223,2007-05-25
PMC2077336,2007-09-25
PMC2268699,2008-01-31
PMC2374796,2008-04-11
PMC2438367,2008-06-10
PMC2442114,2008-04-16
PMC2474852,2008-07-02
PMC2488356,2008-07-01
PMC2527015,2008-08-11
PMC2528013,2008-08-08
PMC2559847,2008-09-08
PMC2567989,2008-09-30
PMC2567992,2008-09-16
PMC2584339,2008-10-29
PMC2585096,2008-10-29
PMC2610035,2008-11-26
PMC2631593,2008-12-30
PMC2635365,2009-01-15
PMC2649155,2009-01-12
PMC2650708,2009-02-12
PMC2651907,2009-02-20
PMC2667537,2009-03-26
PMC2686725,2009-05-18
PMC2687459,2009-05-13
PMC2691408,2009-05-16
PMC2711113,2009-06-29
PMC2716371,2009-07-16
PMC2717979,2009-07-15
PMC2718903,2009-07-20
PMC2727533,2009-07-29
PMC2739228,2009-08-27
PMC2745427,2009-08-13
PMC2745430,2009-08-26
PMC2745432,2009-09-08
PMC2749059,2009-09-08
PMC2749869,2009-09-04
PMC2764731,2009-10-06
PMC2765988,2009-10-02
PMC2768747,2009-10-15
PMC2770078,2009-10-23
PMC2770572,2009-10-20
PMC2787532,2009-11-18
PMC2804711,2009-12-15
PMC2809079,2009-12-18
PMC2828413,2010-01-25
PMC2829496,2010-02-05
PMC2837010,2010-02-12
PMC2838822,2010-02-25
PMC2838823,2010-03-03
PMC2843676,2010-03-02
PMC2856550,2010-04-06
PMC2860360,2010-03-24
PMC2861033,2010-03-26
PMC2873396,2010-05-05
PMC2876079,2010-04-28
PMC2880990,2010-04-30
PMC2882921,2010-05-13
PMC2883967,2010-05-12
PMC2889897,2010-06-07
PMC2891634,2010-05-21
PMC2895615,2010-06-14
PMC2903526,2010-06-01
PMC2906482,2010-06-22
PMC2906483,2010-06-28
PMC2906484,2010-06-30
PMC2939550,2010-08-24
PMC2939551,2010-08-27
PMC2944175,2010-09-01
PMC2955038,2010-09-22
PMC2957395,2010-09-23
PMC2965177,2010-10-18
PMC2966465,2010-10-06
PMC2972286,2010-10-21
PMC2978203,2010-10-06
PMC2984428,2010-10-27
PMC2988752,2010-11-02
PMC2994823,2010-11-09
PMC2994824,2010-11-09
PMC3001720,2010-11-23
PMC3002928,2010-11-23
PMC3003273,2010-11-25
PMC3009682,2010-12-13
PMC3013086,2010-12-06
PMC3027605,2010-12-02
PMC3038977,2011-01-25
PMC3041777,2011-02-01
PMC3042418,2011-01-31
PMC3050856,2011-02-22
PMC3053267,2011-02-19
PMC3058106,2011-03-07
PMC3080345,2011-04-06
PMC3087321,2010-08-06
PMC3087322,2010-08-10
PMC3087328,2009-07-16
PMC3087335,2009-08-12
PMC3094326,2011-04-18
PMC3098822,2011-05-06
PMC3103478,2011-04-29
PMC3112162,2011-05-17
PMC3120805,2011-05-27
PMC3126791,2011-06-01
PMC3128009,2011-06-16
PMC3141782,2011-06-28
PMC3142534,2011-06-08
PMC3155912,2011-07-22
PMC3162583,2011-08-02
PMC3163631,2011-08-03
PMC3171728,2011-07-20
PMC317310,2003-11-27
PMC3189192,2011-09-19
PMC3192789,2011-09-28
PMC3198722,2011-10-11
PMC3216894,2011-10-19
PMC3229618,2011-10-13
PMC3240666,2011-11-09
PMC3259104,2011-12-09
PMC3259213,2011-12-05
PMC3268117,2011-12-30
PMC3305644,2012-01-24
PMC3329625,2012-01-17
PMC3337251,2012-02-29
PMC3342895,2012-02-17
PMC3350384,2012-02-23
PMC3368744,2012-03-20
PMC3395839,2012-02-28
PMC3407530,2012-05-29
PMC3409022,2012-06-15
PMC3411411,2012-07-16
PMC3414782,2012-07-23
PMC3414830,2012-06-06
PMC3453510,2012-04-25
PMC3472177,2012-06-06
PMC3480834,2012-06-12
PMC3488567,2012-07-23
PMC3488578,2012-06-12
PMC3489802,2012-08-31
PMC3493289,2012-05-06
PMC3495678,2012-07-12
PMC3495881,2012-08-31
PMC3495902,2012-06-12
PMC3500221,2012-08-15
PMC3502598,2012-08-17
PMC3517770,2012-09-25
PMC3519606,2012-09-06
PMC3522015,2012-11-24
PMC3522053,2012-11-08
PMC3534550,2012-08-31
PMC3541196,2012-12-19
PMC3542279,2012-12-28
PMC3552976,2012-11-14
PMC3553017,2012-12-27
PMC3570297,2013-02-05
PMC3573965,2012-09-24
PMC3583167,2012-06-15
PMC3585861,2013-02-05
PMC3599044,2013-01-05
PMC3599097,2012-11-16
PMC3600030,2013-03-04
PMC3610187,2013-03-21
PMC3617898,2013-03-21
PMC3618251,2013-03-22
PMC3620920,2013-02-18
PMC3637238,2013-03-15
PMC3639192,2013-04-03
PMC3644501,2013-04-28
PMC3660229,2013-04-15
PMC3664071,2013-05-09
PMC3672007,2013-05-20
PMC3691634,2013-06-08
PMC3693872,2013-06-13
PMC3707755,2013-07-05
PMC3765921,2013-08-15
PMC3826519,2013-11-09
PMC3840597,2013-11-16
PMC3846494,2013-08-05
PMC3851693,2013-10-02
PMC3852062,2013-10-11
PMC3853007,2013-10-14
PMC3871008,2013-12-11
PMC3878670,2013-12-13
PMC3905926,2014-01-25
PMC3912930,2014-01-31
PMC3922093,2014-02-05
PMC3924185,2013-12-05
PMC3924353,2013-10-25
PMC3928323,2014-02-11
PMC3931319,2014-02-11
PMC3933361,2014-02-20
PMC3936808,2014-01-27
PMC3936852,2014-02-24
PMC3937431,2014-02-22
PMC3974046,2014-02-26
PMC3995575,2014-03-14
PMC4000128,2014-03-19
PMC4008408,2014-04-24
PMC4015735,2014-02-16
PMC4021073,2014-04-22
PMC4021213,2014-04-23
PMC4021255,2014-04-22
PMC4021393,2014-04-08
PMC4029184,2013-12-09
PMC4031489,2014-05-19
PMC4031971,2014-05-07
PMC4045880,2014-05-21
PMC4074405,2014-06-18
PMC4075779,2014-06-13
PMC4078005,2014-01-29
PMC4083142,2014-06-26
PMC4122786,2014-07-26
PMC4125704,2014-08-01
PMC4131020,2014-07-30
PMC4132906,2014-08-09
PMC4155084,2014-08-27
PMC4155090,2014-08-29
PMC4161863,2014-08-27
PMC4164753,2014-08-30
PMC4167263,2014-09-07
PMC4169800,2014-09-02
PMC4171582,2014-09-11
PMC4182786,2014-09-24
PMC4216369,2014-10-24
PMC4219478,2013-12-01
PMC4223555,2014-07-21
PMC4223627,2014-07-18
PMC4223767,2014-07-22
PMC4226307,2013-11-10
PMC4227105,2014-07-10
PMC4233082,2014-11-06
PMC4242484,2014-11-18
PMC4242595,2014-11-18
PMC4247127,2014-11-18
PMC4247690,2014-11-21
PMC4251789,2014-11-24
PMC4251948,2014-11-18
PMC4265494,2014-12-03
PMC4289221,2014-11-24
PMC4289395,2014-12-05
PMC4295481,2014-12-06
PMC4300843,2014-12-17
PMC4301544,2014-12-18
PMC4302078,2014-12-15
PMC4302442,2015-01-16
PMC4318221,2015-01-31
PMC4324787,2015-01-30
PMC4344737,2015-02-18
PMC4345039,2015-02-25
PMC4346117,2015-02-26
PMC4348373,2015-02-13
PMC4349658,2015-02-25
PMC4352249,2015-03-04
PMC4353460,2015-02-19
PMC4359555,2015-03-10
PMC4364587,2015-03-14
PMC4367870,2015-03-08
PMC4369836,2015-03-15
PMC4377028,2015-03-24
PMC4380258,2015-03-21
PMC4389669,2015-03-22
PMC4389803,2015-03-31
PMC4391164,2015-03-29
PMC4391468,2014-12-24
PMC4393587,2015-04-03
PMC4396063,2015-04-08
PMC4399223,2015-04-03
PMC4399746,2015-04-11
PMC4404064,2015-04-08
PMC4404582,2015-03-26
PMC4404593,2015-03-19
PMC4405843,2015-04-02
PMC4417244,2015-04-30
PMC4417245,2015-04-23
PMC4417290,2015-03-24
PMC4424448,2015-04-28
PMC4429505,2015-05-03
PMC4430867,2015-05-07
PMC4446855,2015-05-29
PMC4475614,2015-06-21
PMC4477316,2015-06-18
PMC4494690,2015-07-08
PMC4504068,2015-07-17
PMC4513615,2015-07-25
PMC4514016,2015-07-25
PMC4514980,2015-07-25
PMC4523019,2015-05-08
PMC4549934,2015-08-27
PMC4565013,2015-09-09
PMC4581477,2015-09-23
PMC4600215,2015-10-09
PMC4600317,2015-10-09
PMC4603809,2015-10-12
PMC4609092,2015-10-16
PMC4612400,2015-10-19
PMC4612409,2015-10-19
PMC4618539,2015-10-22
PMC4619381,2015-10-24
PMC4619521,2015-10-24
PMC4619539,2015-10-24
PMC4619995,2015-10-24
PMC4620010,2015-10-24
PMC4624166,2015-10-26
PMC4628260,2015-10-31
PMC4636795,2015-11-06
PMC4642646,2015-11-11
PMC4682229,2015-12-16
PMC4682236,2015-12-16
PMC4682245,2015-12-16
PMC4682271,2015-12-16
PMC4690401,2015-12-24
PMC4691291,2015-12-26
PMC4696296,2015-12-29
