journal,pmc_ID,pmc_date
BMC_Genomics,PMC2860363,2010-03-22
BMC_Genomics,PMC2887420,2010-05-26
BMC_Genomics,PMC2907705,2009-08-13
BMC_Genomics,PMC2045682,2007-09-15
BMC_Genomics,PMC2220005,2007-11-15
BMC_Genomics,PMC2267714,2008-01-25
BMC_Genomics,PMC2442091,2008-05-29
BMC_Genomics,PMC2443385,2008-06-27
BMC_Genomics,PMC1647286,2006-10-19
BMC_Genomics,PMC1698923,2006-12-01
BMC_Genomics,PMC1790712,2007-01-09
BMC_Genomics,PMC1852312,2007-03-13
BMC_Genomics,PMC5009568,2016-09-02
BMC_Genomics,PMC5010666,2016-09-02
BMC_Genomics,PMC1382211,2006-01-18
BMC_Genomics,PMC3878831,2013-12-12
BMC_Genomics,PMC3880044,2013-12-21
BMC_Genomics,PMC3880041,2013-12-23
BMC_Genomics,PMC3880092,2013-12-05
BMC_Genomics,PMC3890587,2013-12-17
BMC_Genomics,PMC3909303,2013-11-20
BMC_Genomics,PMC3924350,2013-10-22
BMC_Genomics,PMC3924405,2013-08-20
BMC_Genomics,PMC3924432,2013-07-18
BMC_Genomics,PMC3577491,2012-10-15
BMC_Genomics,PMC3394419,2012-04-12
BMC_Genomics,PMC3852209,2013-10-16
BMC_Genomics,PMC3908368,2013-10-25
BMC_Genomics,PMC2735751,2009-08-18
BMC_Genomics,PMC2874813,2010-04-27
BMC_Genomics,PMC3902429,2013-12-30
BMC_Genomics,PMC2996936,2010-06-29
BMC_Genomics,PMC5094076,2016-11-02
BMC_Genomics,PMC2786911,2009-11-20
BMC_Genomics,PMC2997011,2010-09-27
BMC_Genomics,PMC3022920,2010-12-20
BMC_Genomics,PMC3055841,2011-02-23
BMC_Genomics,PMC3060885,2011-03-08
BMC_Genomics,PMC3091673,2010-08-17
BMC_Genomics,PMC3384475,2012-03-23
BMC_Genomics,PMC3112146,2011-04-19
BMC_Genomics,PMC3428664,2012-06-15
BMC_Genomics,PMC3436859,2012-06-20
BMC_Genomics,PMC3447736,2012-05-30
BMC_Genomics,PMC3469349,2012-08-01
BMC_Genomics,PMC3472299,2012-07-30
BMC_Genomics,PMC3188535,2011-09-26
BMC_Genomics,PMC3248028,2011-11-02
BMC_Genomics,PMC3265547,2011-12-15
BMC_Genomics,PMC3852829,2013-10-04
BMC_Genomics,PMC3534495,2012-11-19
BMC_Genomics,PMC3535709,2012-12-17
BMC_Genomics,PMC3545863,2012-10-30
BMC_Genomics,PMC3551682,2012-11-22
BMC_Genomics,PMC3563519,2013-01-24
BMC_Genomics,PMC3563618,2012-07-31
BMC_Genomics,PMC3571888,2013-01-29
BMC_Genomics,PMC3575239,2013-02-12
BMC_Genomics,PMC3600014,2013-02-01
BMC_Genomics,PMC3601988,2013-03-05
BMC_Genomics,PMC3608080,2013-03-12
BMC_Genomics,PMC3608969,2013-03-18
BMC_Genomics,PMC3610139,2013-03-21
BMC_Genomics,PMC2760583,2009-09-18
BMC_Genomics,PMC1190170,2005-07-13
BMC_Genomics,PMC1408080,2006-02-10
BMC_Genomics,PMC1440324,2006-03-14
BMC_Genomics,PMC1687195,2006-11-22
BMC_Genomics,PMC1774566,2007-01-03
BMC_Genomics,PMC1851953,2007-03-30
BMC_Genomics,PMC1888708,2007-05-21
BMC_Genomics,PMC1906769,2007-06-20
BMC_Genomics,PMC2025592,2007-09-02
BMC_Genomics,PMC2094713,2007-10-03
BMC_Genomics,PMC2294129,2008-03-03
BMC_Genomics,PMC2432080,2008-05-23
BMC_Genomics,PMC2475537,2008-07-03
BMC_Genomics,PMC2613928,2008-11-06
BMC_Genomics,PMC2621211,2008-12-11
BMC_Genomics,PMC2627913,2009-01-07
BMC_Genomics,PMC2628676,2009-01-08
BMC_Genomics,PMC2642839,2009-01-09
BMC_Genomics,PMC1906768,2007-06-12
BMC_Genomics,PMC2725146,2009-07-31
BMC_Genomics,PMC2753553,2009-09-11
BMC_Genomics,PMC2761422,2009-09-16
BMC_Genomics,PMC3520118,2012-06-15
BMC_Genomics,PMC2751788,2009-09-15
BMC_Genomics,PMC2753550,2009-08-28
BMC_Genomics,PMC2753549,2009-08-25
BMC_Genomics,PMC3406964,2012-04-26
BMC_Genomics,PMC3479429,2012-08-20
BMC_Genomics,PMC3505742,2012-11-05
BMC_Genomics,PMC2825235,2010-01-29
BMC_Genomics,PMC2848243,2010-03-09
BMC_Genomics,PMC2895630,2010-06-05
BMC_Genomics,PMC2997009,2010-09-24
BMC_Genomics,PMC3017867,2010-11-25
BMC_Genomics,PMC3082249,2011-04-07
BMC_Genomics,PMC3091680,2010-09-29
BMC_Genomics,PMC3115880,2011-05-09
BMC_Genomics,PMC3157477,2011-07-26
BMC_Genomics,PMC3166948,2011-08-08
BMC_Genomics,PMC3179967,2011-09-10
BMC_Genomics,PMC3191542,2011-09-21
BMC_Genomics,PMC3219791,2011-10-18
BMC_Genomics,PMC5072325,2016-10-20
BMC_Genomics,PMC3298507,2012-01-31
BMC_Genomics,PMC3320563,2012-03-16
BMC_Genomics,PMC3352309,2012-03-19
BMC_Genomics,PMC3366882,2012-05-04
BMC_Genomics,PMC2257940,2008-01-24
BMC_Genomics,PMC2441630,2008-06-20
BMC_Genomics,PMC3032703,2011-01-20
BMC_Genomics,PMC3570387,2013-01-16
BMC_Genomics,PMC3536564,2012-11-27
BMC_Genomics,PMC1914355,2007-06-27
BMC_Genomics,PMC2576255,2008-09-24
BMC_Genomics,PMC4007593,2013-10-25
BMC_Genomics,PMC4008135,2013-10-17
BMC_Genomics,PMC4008310,2013-10-25
BMC_Genomics,PMC4007517,2013-10-28
BMC_Genomics,PMC4007596,2013-10-22
BMC_Genomics,PMC4007648,2013-10-29
BMC_Genomics,PMC4007706,2013-10-29
BMC_Genomics,PMC4008027,2013-05-25
BMC_Genomics,PMC4008361,2013-10-11
BMC_Genomics,PMC4008358,2013-09-23
BMC_Genomics,PMC4008360,2013-11-05
BMC_Genomics,PMC4042238,2013-12-09
BMC_Genomics,PMC4046652,2013-10-20
BMC_Genomics,PMC4046651,2013-11-23
BMC_Genomics,PMC4046742,2013-12-05
BMC_Genomics,PMC4046653,2013-12-01
BMC_Genomics,PMC4046673,2013-11-07
BMC_Genomics,PMC4046712,2013-11-25
BMC_Genomics,PMC4046829,2013-11-28
BMC_Genomics,PMC4046671,2013-11-05
BMC_Genomics,PMC4046828,2013-11-23
BMC_Genomics,PMC4046670,2013-11-21
BMC_Genomics,PMC4046676,2013-10-17
BMC_Genomics,PMC4046830,2013-10-03
BMC_Genomics,PMC4046694,2013-12-09
BMC_Genomics,PMC4046672,2013-11-19
BMC_Genomics,PMC4046691,2013-11-08
BMC_Genomics,PMC4046668,2013-11-20
BMC_Genomics,PMC4046701,2013-11-22
BMC_Genomics,PMC4046741,2013-11-21
BMC_Genomics,PMC4046667,2013-11-13
BMC_Genomics,PMC4046669,2013-11-21
BMC_Genomics,PMC4046679,2013-11-27
BMC_Genomics,PMC4046825,2013-11-22
BMC_Genomics,PMC4046683,2013-11-14
BMC_Genomics,PMC4046692,2013-11-05
BMC_Genomics,PMC4046761,2013-12-01
BMC_Genomics,PMC4046660,2013-11-22
BMC_Genomics,PMC4046688,2013-12-02
BMC_Genomics,PMC4046819,2013-11-20
BMC_Genomics,PMC5094078,2016-11-02
BMC_Genomics,PMC5094087,2016-11-03
BMC_Genomics,PMC5094085,2016-11-03
BMC_Genomics,PMC5096333,2016-11-03
BMC_Genomics,PMC5094043,2016-11-03
BMC_Genomics,PMC5094014,2016-11-02
BMC_Genomics,PMC5088517,2016-10-25
BMC_Genomics,PMC5094019,2016-11-02
BMC_Genomics,PMC5093967,2016-11-03
BMC_Genomics,PMC5088523,2016-10-25
BMC_Genomics,PMC5088520,2016-10-25
BMC_Genomics,PMC5093977,2016-11-02
BMC_Genomics,PMC5093975,2016-11-02
BMC_Genomics,PMC4075609,2014-04-02
BMC_Genomics,PMC4083414,2014-05-20
BMC_Genomics,PMC4083401,2014-05-06
BMC_Genomics,PMC4046823,2014-01-24
BMC_Genomics,PMC4046763,2014-01-24
BMC_Genomics,PMC4046690,2014-01-24
BMC_Genomics,PMC4120146,2014-07-14
BMC_Genomics,PMC4120145,2014-07-14
BMC_Genomics,PMC4120141,2014-07-14
BMC_Genomics,PMC5045590,2016-10-01
BMC_Genomics,PMC3878950,2013-12-08
BMC_Genomics,PMC3986647,2014-03-30
BMC_Genomics,PMC3751341,2013-02-15
BMC_Genomics,PMC3636055,2013-03-19
BMC_Genomics,PMC3679908,2013-05-24
BMC_Genomics,PMC3698015,2013-06-17
BMC_Genomics,PMC3723427,2013-07-16
BMC_Genomics,PMC3616915,2013-03-07
BMC_Genomics,PMC3616923,2013-01-16
BMC_Genomics,PMC3618260,2013-03-18
BMC_Genomics,PMC3620544,2013-04-02
BMC_Genomics,PMC3620534,2013-02-15
BMC_Genomics,PMC3621073,2013-04-02
BMC_Genomics,PMC3630057,2013-04-08
BMC_Genomics,PMC3652793,2013-03-15
BMC_Genomics,PMC3667144,2013-05-07
BMC_Genomics,PMC3671974,2013-05-17
BMC_Genomics,PMC3674932,2013-05-23
BMC_Genomics,PMC3691752,2013-06-13
BMC_Genomics,PMC3703268,2013-07-03
BMC_Genomics,PMC3701548,2013-06-26
BMC_Genomics,PMC3723955,2013-06-14
BMC_Genomics,PMC3734169,2013-07-17
BMC_Genomics,PMC3747860,2013-05-15
BMC_Genomics,PMC3764976,2013-03-25
BMC_Genomics,PMC3829707,2013-07-05
BMC_Genomics,PMC3848661,2013-09-16
BMC_Genomics,PMC3766131,2013-08-28
BMC_Genomics,PMC3847290,2013-09-12
BMC_Genomics,PMC3852238,2013-09-23
BMC_Genomics,PMC3734233,2013-07-30
BMC_Genomics,PMC3734165,2013-07-27
BMC_Genomics,PMC3751413,2013-08-16
BMC_Genomics,PMC3751090,2013-08-01
BMC_Genomics,PMC3765282,2013-08-13
BMC_Genomics,PMC3765781,2013-08-28
BMC_Genomics,PMC3766229,2013-08-28
BMC_Genomics,PMC3766684,2013-08-30
BMC_Genomics,PMC3827868,2013-11-05
BMC_Genomics,PMC3831817,2013-09-26
BMC_Genomics,PMC3844514,2013-08-28
BMC_Genomics,PMC3848854,2013-09-11
BMC_Genomics,PMC3848588,2013-09-14
BMC_Genomics,PMC3849585,2013-09-20
BMC_Genomics,PMC3852963,2013-09-18
BMC_Genomics,PMC3852110,2013-10-10
BMC_Genomics,PMC3853572,2013-10-10
BMC_Genomics,PMC3866562,2013-12-08
BMC_Genomics,PMC4073502,2014-06-19
BMC_Genomics,PMC4092224,2014-06-24
BMC_Genomics,PMC4082627,2014-06-24
BMC_Genomics,PMC4112209,2014-07-16
BMC_Genomics,PMC4133631,2014-08-08
BMC_Genomics,PMC3913955,2014-01-28
BMC_Genomics,PMC4161876,2014-08-27
BMC_Genomics,PMC3930898,2014-02-13
BMC_Genomics,PMC3986819,2014-03-27
BMC_Genomics,PMC4023603,2014-04-16
BMC_Genomics,PMC4035076,2014-05-08
BMC_Genomics,PMC4082612,2014-06-13
BMC_Genomics,PMC3912494,2014-01-31
BMC_Genomics,PMC3928079,2014-02-01
BMC_Genomics,PMC3986905,2014-03-26
BMC_Genomics,PMC3945043,2014-02-24
BMC_Genomics,PMC4035079,2014-05-10
BMC_Genomics,PMC4045973,2014-05-23
BMC_Genomics,PMC4038718,2014-05-10
BMC_Genomics,PMC4035061,2014-05-02
BMC_Genomics,PMC4045971,2014-05-26
BMC_Genomics,PMC4035074,2014-05-08
BMC_Genomics,PMC4051123,2014-03-27
BMC_Genomics,PMC4073503,2014-06-19
BMC_Genomics,PMC4079954,2014-06-07
BMC_Genomics,PMC4094774,2014-07-03
BMC_Genomics,PMC4092217,2014-06-09
BMC_Genomics,PMC4112213,2014-07-15
BMC_Genomics,PMC4094773,2014-06-10
BMC_Genomics,PMC4124169,2014-07-22
BMC_Genomics,PMC4133055,2014-08-07
BMC_Genomics,PMC4131037,2014-08-03
BMC_Genomics,PMC4137073,2014-07-22
BMC_Genomics,PMC4138374,2014-08-13
BMC_Genomics,PMC4132902,2014-08-03
BMC_Genomics,PMC4141115,2014-08-08
BMC_Genomics,PMC4153944,2014-08-26
BMC_Genomics,PMC4155105,2014-08-27
BMC_Genomics,PMC4168050,2014-08-25
BMC_Genomics,PMC4168160,2014-09-11
BMC_Genomics,PMC4168118,2014-09-08
BMC_Genomics,PMC4082626,2014-06-18
BMC_Genomics,PMC4174653,2014-08-29
BMC_Genomics,PMC4167152,2014-09-06
BMC_Genomics,PMC4167512,2014-09-08
BMC_Genomics,PMC4176565,2014-09-13
BMC_Genomics,PMC4168055,2014-09-06
BMC_Genomics,PMC4168119,2014-09-02
BMC_Genomics,PMC4168211,2014-09-09
BMC_Genomics,PMC4169795,2014-09-09
BMC_Genomics,PMC4169864,2014-09-04
BMC_Genomics,PMC5000498,2016-08-25
BMC_Genomics,PMC5000506,2016-08-26
BMC_Genomics,PMC3583219,2012-06-18
BMC_Genomics,PMC3641971,2012-09-20
BMC_Genomics,PMC3532374,2012-09-25
BMC_Genomics,PMC3621573,2012-09-25
BMC_Genomics,PMC3637476,2012-11-28
BMC_Genomics,PMC3626662,2013-02-16
BMC_Genomics,PMC3616871,2013-02-24
BMC_Genomics,PMC3679970,2013-02-26
BMC_Genomics,PMC3673906,2013-02-28
BMC_Genomics,PMC3769146,2013-03-06
BMC_Genomics,PMC3635884,2013-03-05
BMC_Genomics,PMC3655071,2013-03-12
BMC_Genomics,PMC3616903,2013-03-21
BMC_Genomics,PMC3635939,2013-03-18
BMC_Genomics,PMC3637798,2013-03-27
BMC_Genomics,PMC3629993,2013-03-28
BMC_Genomics,PMC3626586,2013-04-02
BMC_Genomics,PMC3637797,2013-04-02
BMC_Genomics,PMC3642039,2013-04-03
BMC_Genomics,PMC3622640,2013-04-04
BMC_Genomics,PMC3637525,2013-04-04
BMC_Genomics,PMC3706223,2013-04-05
BMC_Genomics,PMC3635961,2013-04-08
BMC_Genomics,PMC3640917,2013-04-08
BMC_Genomics,PMC3639946,2013-04-10
BMC_Genomics,PMC3660174,2013-04-10
BMC_Genomics,PMC3635984,2013-04-12
BMC_Genomics,PMC3637549,2013-04-11
BMC_Genomics,PMC3635940,2013-04-11
BMC_Genomics,PMC3635983,2013-04-12
BMC_Genomics,PMC3637502,2013-04-11
BMC_Genomics,PMC3638012,2013-04-15
BMC_Genomics,PMC3770232,2013-04-16
BMC_Genomics,PMC3637819,2013-04-17
BMC_Genomics,PMC3680055,2013-04-19
BMC_Genomics,PMC3640902,2013-04-22
BMC_Genomics,PMC3646689,2013-04-22
BMC_Genomics,PMC3660176,2013-04-23
BMC_Genomics,PMC3644490,2013-04-23
BMC_Genomics,PMC3643859,2013-04-24
BMC_Genomics,PMC3669032,2013-04-25
BMC_Genomics,PMC3663828,2013-04-26
BMC_Genomics,PMC3760450,2013-04-30
BMC_Genomics,PMC3668242,2013-04-30
BMC_Genomics,PMC3652789,2013-05-01
BMC_Genomics,PMC3769145,2013-05-01
BMC_Genomics,PMC3658990,2013-05-02
BMC_Genomics,PMC3648488,2013-05-03
BMC_Genomics,PMC3651406,2013-05-04
BMC_Genomics,PMC3751807,2013-05-07
BMC_Genomics,PMC3655836,2013-05-08
BMC_Genomics,PMC3684542,2013-05-10
BMC_Genomics,PMC3659078,2013-05-10
BMC_Genomics,PMC3724490,2013-05-10
BMC_Genomics,PMC3682895,2013-05-10
BMC_Genomics,PMC3653748,2013-05-10
BMC_Genomics,PMC3658920,2013-05-12
BMC_Genomics,PMC3655826,2013-05-11
BMC_Genomics,PMC3658987,2013-05-14
BMC_Genomics,PMC3658956,2013-05-15
BMC_Genomics,PMC3673811,2013-05-23
BMC_Genomics,PMC3668197,2013-05-25
BMC_Genomics,PMC3680065,2013-05-27
BMC_Genomics,PMC3671147,2013-05-28
BMC_Genomics,PMC3679829,2013-05-29
BMC_Genomics,PMC3680029,2013-05-28
BMC_Genomics,PMC3701596,2013-05-30
BMC_Genomics,PMC3671958,2013-05-31
BMC_Genomics,PMC3680018,2013-05-31
BMC_Genomics,PMC3680220,2013-06-01
BMC_Genomics,PMC3680091,2013-06-01
BMC_Genomics,PMC3680317,2013-06-02
BMC_Genomics,PMC3685523,2013-06-07
BMC_Genomics,PMC3679864,2013-06-07
BMC_Genomics,PMC3685581,2013-06-10
BMC_Genomics,PMC3685588,2013-06-10
BMC_Genomics,PMC3710218,2013-06-13
BMC_Genomics,PMC3686703,2013-06-13
BMC_Genomics,PMC3751642,2013-06-13
BMC_Genomics,PMC3691771,2013-06-18
BMC_Genomics,PMC3701547,2013-06-22
BMC_Genomics,PMC3697988,2013-06-22
BMC_Genomics,PMC3700821,2013-06-28
BMC_Genomics,PMC3698217,2013-06-28
BMC_Genomics,PMC3708739,2013-07-03
BMC_Genomics,PMC3716534,2013-07-03
BMC_Genomics,PMC3716532,2013-07-03
BMC_Genomics,PMC3716661,2013-07-05
BMC_Genomics,PMC3710489,2013-07-06
BMC_Genomics,PMC3726280,2013-07-05
BMC_Genomics,PMC3710219,2013-07-08
BMC_Genomics,PMC3711851,2013-07-08
BMC_Genomics,PMC3716973,2013-07-09
BMC_Genomics,PMC3711893,2013-07-09
BMC_Genomics,PMC3721986,2013-07-11
BMC_Genomics,PMC3710486,2013-07-10
BMC_Genomics,PMC3711846,2013-07-09
BMC_Genomics,PMC3720225,2013-07-16
BMC_Genomics,PMC3728226,2013-07-15
BMC_Genomics,PMC3723527,2013-07-16
BMC_Genomics,PMC3728263,2013-07-17
BMC_Genomics,PMC3723446,2013-07-17
BMC_Genomics,PMC3722074,2013-07-21
BMC_Genomics,PMC3729819,2013-07-22
BMC_Genomics,PMC3726389,2013-07-24
BMC_Genomics,PMC3727977,2013-07-26
BMC_Genomics,PMC3734108,2013-07-26
BMC_Genomics,PMC3727995,2013-07-26
BMC_Genomics,PMC3728068,2013-07-26
BMC_Genomics,PMC3765263,2013-07-28
BMC_Genomics,PMC3765196,2013-07-29
BMC_Genomics,PMC3750648,2013-08-02
BMC_Genomics,PMC3750351,2013-08-05
BMC_Genomics,PMC3751351,2013-08-08
BMC_Genomics,PMC3750513,2013-08-08
BMC_Genomics,PMC3751108,2013-08-08
BMC_Genomics,PMC3750854,2013-08-09
BMC_Genomics,PMC3750697,2013-08-09
BMC_Genomics,PMC3751638,2013-08-12
BMC_Genomics,PMC3765852,2013-08-13
BMC_Genomics,PMC3751643,2013-08-14
BMC_Genomics,PMC3751524,2013-08-13
BMC_Genomics,PMC3751903,2013-08-14
BMC_Genomics,PMC3751308,2013-08-14
BMC_Genomics,PMC3765725,2013-08-16
BMC_Genomics,PMC3765218,2013-08-16
BMC_Genomics,PMC3751716,2013-08-16
BMC_Genomics,PMC3751939,2013-08-19
BMC_Genomics,PMC3765226,2013-08-19
BMC_Genomics,PMC3765698,2013-08-20
BMC_Genomics,PMC3751779,2013-08-20
BMC_Genomics,PMC3765570,2013-08-23
BMC_Genomics,PMC3846674,2013-08-28
BMC_Genomics,PMC3849582,2013-08-28
BMC_Genomics,PMC3846481,2013-08-28
BMC_Genomics,PMC3765734,2013-08-28
BMC_Genomics,PMC3765721,2013-08-28
BMC_Genomics,PMC3846681,2013-08-28
BMC_Genomics,PMC3846580,2013-08-28
BMC_Genomics,PMC3766699,2013-08-29
BMC_Genomics,PMC3849850,2013-08-30
BMC_Genomics,PMC3766697,2013-08-29
BMC_Genomics,PMC3844500,2013-09-05
BMC_Genomics,PMC3844597,2013-09-08
BMC_Genomics,PMC3846640,2013-09-08
BMC_Genomics,PMC3847189,2013-09-10
BMC_Genomics,PMC3846939,2013-09-11
BMC_Genomics,PMC3847679,2013-09-11
BMC_Genomics,PMC3848899,2013-09-13
BMC_Genomics,PMC3848847,2013-09-17
BMC_Genomics,PMC3848637,2013-09-16
BMC_Genomics,PMC3849270,2013-09-22
BMC_Genomics,PMC3849041,2013-09-21
BMC_Genomics,PMC3856495,2013-09-21
BMC_Genomics,PMC3849323,2013-09-22
BMC_Genomics,PMC3849074,2013-09-22
BMC_Genomics,PMC3853109,2013-09-23
BMC_Genomics,PMC3852105,2013-09-23
BMC_Genomics,PMC3856455,2013-09-23
BMC_Genomics,PMC3848917,2013-09-24
BMC_Genomics,PMC3849719,2013-09-26
BMC_Genomics,PMC3852243,2013-09-27
BMC_Genomics,PMC3852779,2013-09-28
BMC_Genomics,PMC3852267,2013-09-30
BMC_Genomics,PMC3849828,2013-09-28
BMC_Genomics,PMC3871023,2013-10-01
BMC_Genomics,PMC3850688,2013-09-30
BMC_Genomics,PMC3870980,2013-10-04
BMC_Genomics,PMC3852598,2013-10-05
BMC_Genomics,PMC3829101,2013-10-05
BMC_Genomics,PMC3853194,2013-10-07
BMC_Genomics,PMC3832399,2013-10-10
BMC_Genomics,PMC3832898,2013-10-11
BMC_Genomics,PMC3853145,2013-10-12
BMC_Genomics,PMC3852720,2013-10-10
BMC_Genomics,PMC3856593,2013-10-17
BMC_Genomics,PMC3829657,2013-10-22
BMC_Genomics,PMC3826595,2013-10-26
BMC_Genomics,PMC3870985,2013-10-29
BMC_Genomics,PMC3870990,2013-10-26
BMC_Genomics,PMC3829102,2013-11-01
BMC_Genomics,PMC3840631,2013-11-01
BMC_Genomics,PMC3826834,2013-11-06
BMC_Genomics,PMC3840619,2013-11-10
BMC_Genomics,PMC3835409,2013-11-11
BMC_Genomics,PMC3870982,2013-11-11
BMC_Genomics,PMC3845527,2013-11-12
BMC_Genomics,PMC3840681,2013-11-15
BMC_Genomics,PMC3832907,2013-11-14
BMC_Genomics,PMC3870983,2013-11-19
BMC_Genomics,PMC3840625,2013-11-20
BMC_Genomics,PMC3870961,2013-11-19
BMC_Genomics,PMC3840594,2013-11-20
BMC_Genomics,PMC3637554,2013-02-05
BMC_Genomics,PMC3866509,2013-11-27
BMC_Genomics,PMC3871720,2013-12-12
BMC_Genomics,PMC3630068,2013-02-08
BMC_Genomics,PMC3852078,2013-10-16
BMC_Genomics,PMC3852284,2013-10-16
BMC_Genomics,PMC3922333,2014-02-06
BMC_Genomics,PMC3922421,2014-02-06
BMC_Genomics,PMC3937062,2014-02-08
BMC_Genomics,PMC3924618,2014-02-08
BMC_Genomics,PMC3925372,2014-02-10
BMC_Genomics,PMC3932949,2014-02-10
BMC_Genomics,PMC3893433,2014-01-08
BMC_Genomics,PMC3937041,2014-02-12
BMC_Genomics,PMC3925251,2014-02-12
BMC_Genomics,PMC4046655,2014-02-13
BMC_Genomics,PMC3930826,2014-02-14
BMC_Genomics,PMC3929756,2014-02-14
BMC_Genomics,PMC3933195,2014-02-15
BMC_Genomics,PMC3930820,2014-02-17
BMC_Genomics,PMC3936818,2014-02-18
BMC_Genomics,PMC3930007,2014-02-18
BMC_Genomics,PMC4028054,2014-02-19
BMC_Genomics,PMC3932016,2014-02-18
BMC_Genomics,PMC4028873,2014-02-21
BMC_Genomics,PMC3936869,2014-02-21
BMC_Genomics,PMC4028052,2014-02-22
BMC_Genomics,PMC3938070,2014-02-21
BMC_Genomics,PMC3936892,2014-02-21
BMC_Genomics,PMC3936860,2014-02-22
BMC_Genomics,PMC4028880,2014-02-25
BMC_Genomics,PMC3936875,2014-02-22
BMC_Genomics,PMC3940021,2014-02-24
BMC_Genomics,PMC3944005,2014-02-26
BMC_Genomics,PMC3943501,2014-02-25
BMC_Genomics,PMC3948071,2014-02-27
BMC_Genomics,PMC4029068,2014-03-05
BMC_Genomics,PMC3893405,2014-01-10
BMC_Genomics,PMC4029069,2014-03-05
BMC_Genomics,PMC4029070,2014-03-07
BMC_Genomics,PMC4029161,2014-03-11
BMC_Genomics,PMC3898206,2014-01-13
BMC_Genomics,PMC4003819,2014-03-14
BMC_Genomics,PMC4174608,2014-08-29
BMC_Genomics,PMC4004048,2014-03-18
BMC_Genomics,PMC4023330,2014-04-17
BMC_Genomics,PMC3898017,2014-01-13
BMC_Genomics,PMC3999959,2014-03-21
BMC_Genomics,PMC3997969,2014-03-21
BMC_Genomics,PMC3998191,2014-03-22
BMC_Genomics,PMC3987803,2014-03-25
BMC_Genomics,PMC4023408,2014-03-25
BMC_Genomics,PMC3986909,2014-03-26
BMC_Genomics,PMC3986886,2014-03-26
BMC_Genomics,PMC3898003,2014-01-14
BMC_Genomics,PMC3986682,2014-03-27
BMC_Genomics,PMC3986615,2014-03-28
BMC_Genomics,PMC4051169,2014-03-31
BMC_Genomics,PMC3901417,2014-01-14
BMC_Genomics,PMC4051170,2014-04-03
BMC_Genomics,PMC4051173,2014-04-04
BMC_Genomics,PMC4023592,2014-04-04
BMC_Genomics,PMC4051168,2014-04-04
BMC_Genomics,PMC4023593,2014-04-05
BMC_Genomics,PMC4051163,2014-04-08
BMC_Genomics,PMC4051138,2014-04-10
BMC_Genomics,PMC4023594,2014-04-11
BMC_Genomics,PMC4023595,2014-04-11
BMC_Genomics,PMC4023597,2014-04-12
BMC_Genomics,PMC3902422,2014-01-15
BMC_Genomics,PMC4029127,2014-04-16
BMC_Genomics,PMC3897974,2014-01-16
BMC_Genomics,PMC3996490,2014-04-16
BMC_Genomics,PMC4023604,2014-04-21
BMC_Genomics,PMC4035082,2014-05-21
BMC_Genomics,PMC3898247,2014-01-17
BMC_Genomics,PMC3898070,2014-01-17
BMC_Genomics,PMC4035053,2014-04-30
BMC_Genomics,PMC4035058,2014-05-01
BMC_Genomics,PMC4035057,2014-05-01
BMC_Genomics,PMC4035056,2014-05-01
BMC_Genomics,PMC4035062,2014-05-02
BMC_Genomics,PMC4035067,2014-05-04
BMC_Genomics,PMC4035068,2014-05-05
BMC_Genomics,PMC4035070,2014-05-06
BMC_Genomics,PMC4035071,2014-05-07
BMC_Genomics,PMC4035072,2014-05-07
BMC_Genomics,PMC4035073,2014-05-08
BMC_Genomics,PMC4035077,2014-05-09
BMC_Genomics,PMC3898825,2014-01-17
BMC_Genomics,PMC4035507,2014-05-12
BMC_Genomics,PMC4058007,2014-06-11
BMC_Genomics,PMC3901335,2014-01-18
BMC_Genomics,PMC4070548,2014-05-15
BMC_Genomics,PMC4035086,2014-05-15
BMC_Genomics,PMC4045970,2014-05-15
BMC_Genomics,PMC4144087,2014-05-16
BMC_Genomics,PMC4073506,2014-05-16
BMC_Genomics,PMC4039748,2014-05-18
BMC_Genomics,PMC4035088,2014-05-19
BMC_Genomics,PMC3906902,2014-01-18
BMC_Genomics,PMC4041995,2014-05-22
BMC_Genomics,PMC4057610,2014-05-22
BMC_Genomics,PMC3898078,2014-01-18
BMC_Genomics,PMC4041997,2014-05-27
BMC_Genomics,PMC4072882,2014-05-28
BMC_Genomics,PMC4045975,2014-05-28
BMC_Genomics,PMC4070557,2014-05-31
BMC_Genomics,PMC4070566,2014-05-31
BMC_Genomics,PMC4058006,2014-05-31
BMC_Genomics,PMC4073500,2014-06-02
BMC_Genomics,PMC4070569,2014-06-02
BMC_Genomics,PMC4057609,2014-06-01
BMC_Genomics,PMC4070549,2014-06-03
BMC_Genomics,PMC4076981,2014-06-04
BMC_Genomics,PMC4070546,2014-06-04
BMC_Genomics,PMC4058008,2014-06-04
BMC_Genomics,PMC4059873,2014-06-04
BMC_Genomics,PMC4070568,2014-06-06
BMC_Genomics,PMC4072886,2014-06-07
BMC_Genomics,PMC4061449,2014-06-06
BMC_Genomics,PMC4061448,2014-06-09
BMC_Genomics,PMC3898728,2014-01-20
BMC_Genomics,PMC4070555,2014-06-09
BMC_Genomics,PMC4144119,2014-06-09
BMC_Genomics,PMC4070570,2014-06-10
BMC_Genomics,PMC4070571,2014-06-10
BMC_Genomics,PMC3901342,2014-01-20
BMC_Genomics,PMC4089026,2014-06-13
BMC_Genomics,PMC4089023,2014-06-14
BMC_Genomics,PMC4070552,2014-06-12
BMC_Genomics,PMC4072885,2014-06-13
BMC_Genomics,PMC4076980,2014-06-14
