pmc_ID,date
PMC2536680,2008-08-01
PMC2547860,2008-07-31
PMC2556353,2008-09-11
PMC2559853,2008-09-16
PMC2559887,2008-09-16
PMC2562396,2008-09-15
PMC2566318,2008-09-17
PMC2568001,2008-09-22
PMC2569068,2008-09-29
PMC2570369,2008-09-23
PMC2571112,2008-10-13
PMC2572629,2008-10-11
PMC2573896,2008-09-29
PMC2573897,2008-10-10
PMC2576255,2008-09-24
PMC2576257,2008-10-01
PMC2577661,2008-10-21
PMC2577666,2008-10-10
PMC2582245,2008-10-23
PMC2584110,2008-10-10
PMC2584661,2008-10-31
PMC2585103,2008-10-23
PMC2585104,2008-11-07
PMC2588605,2008-11-06
PMC2588606,2008-11-06
PMC2601049,2008-11-02
PMC2605479,2008-10-30
PMC2605480,2008-11-12
PMC2612026,2008-10-29
PMC2612029,2008-11-03
PMC2612033,2008-11-26
PMC2612702,2008-12-01
PMC2613157,2008-10-29
PMC2613928,2008-11-06
PMC2615787,2008-11-18
PMC2621207,2008-12-05
PMC2621211,2008-12-11
PMC2621214,2008-12-09
PMC2625370,2008-12-01
PMC2625371,2008-12-16
PMC2626604,2008-11-18
PMC2627894,2008-12-16
PMC2627913,2009-01-07
PMC2628676,2009-01-08
PMC2628679,2008-11-24
PMC2628918,2008-12-17
PMC2629781,2008-11-14
PMC2631022,2008-12-23
PMC2631580,2008-11-20
PMC2633351,2009-01-19
PMC2636827,2009-01-20
PMC2637282,2008-12-16
PMC2637875,2008-12-23
PMC2637897,2009-01-16
PMC2640415,2009-01-27
PMC2642824,2008-12-31
PMC2642825,2008-12-23
PMC2642828,2008-12-04
PMC2642839,2009-01-09
PMC2644711,2009-02-03
PMC2647556,2009-02-05
PMC2648988,2008-11-28
PMC2648989,2008-12-03
PMC2648990,2008-12-06
PMC2649161,2009-01-05
PMC2651186,2009-01-20
PMC2653537,2009-02-24
PMC2654039,2009-01-09
PMC2656523,2009-02-24
PMC2656526,2009-02-13
PMC2656530,2009-01-21
PMC2657799,2009-02-10
PMC2658671,2009-01-21
PMC2660370,2009-02-05
PMC2662879,2009-03-16
PMC2662884,2009-01-26
PMC2666765,2009-03-20
PMC2666766,2009-03-21
PMC2666768,2009-03-25
PMC2667191,2009-03-25
PMC2670322,2009-03-25
PMC2670324,2009-03-27
PMC2674462,2009-04-14
PMC2674464,2009-02-09
PMC2676301,2009-03-30
PMC2676303,2009-04-06
PMC2676304,2009-04-16
PMC2678155,2009-03-25
PMC2678156,2009-03-30
PMC2679052,2009-04-07
PMC2679053,2009-04-08
PMC2679758,2009-04-08
PMC2680416,2009-04-27
PMC2683871,2009-04-28
PMC2684550,2009-04-27
PMC2685408,2009-05-01
PMC2686735,2009-04-28
PMC2686739,2009-05-12
PMC2686740,2009-05-15
PMC2688526,2009-05-20
PMC2689271,2009-04-29
PMC2689275,2009-05-12
PMC2689279,2009-05-18
PMC2689280,2009-05-18
PMC2690602,2009-05-16
PMC2694213,2009-05-29
PMC2694838,2009-05-22
PMC2694839,2009-06-01
PMC2696471,2009-05-13
PMC2698874,2009-05-16
PMC2700134,2009-05-24
PMC2700135,2009-05-26
PMC2700817,2009-05-19
PMC2702316,2009-06-02
PMC2703655,2009-06-05
PMC2703656,2009-06-07
PMC2703657,2009-06-12
PMC2706266,2009-06-17
PMC2706892,2009-06-08
PMC2706894,2009-06-18
PMC2707382,2009-06-12
PMC2709262,2009-07-07
PMC2709661,2009-05-29
PMC2711116,2009-06-08
PMC2711118,2009-06-24
PMC2713996,2009-07-13
PMC2715936,2009-06-18
PMC2717122,2009-06-29
PMC2719671,2009-07-03
PMC2722676,2009-07-17
PMC2723137,2009-07-14
PMC2724418,2009-07-26
PMC2725144,2009-07-22
PMC2725146,2009-07-31
PMC2726226,2009-07-15
PMC2728106,2009-07-06
PMC2735751,2009-08-18
PMC2736203,2009-08-18
PMC2737001,2009-08-05
PMC2737002,2009-08-21
PMC2738690,2009-08-07
PMC2739229,2009-08-25
PMC2739230,2009-08-25
PMC2739862,2009-08-19
PMC2741489,2009-08-10
PMC2741491,2009-08-22
PMC2741492,2009-08-27
PMC2741493,2009-08-28
PMC2748093,2009-08-26
PMC2748095,2009-08-26
PMC2748096,2009-09-03
PMC2748098,2009-09-08
PMC2748101,2009-09-14
PMC2749873,2009-08-26
PMC2751786,2009-09-04
PMC2751788,2009-09-15
PMC2753549,2009-08-25
PMC2753550,2009-08-28
PMC2753551,2009-09-07
PMC2753553,2009-09-11
PMC2754498,2009-09-02
PMC2758907,2009-09-23
PMC2760583,2009-09-18
PMC2760585,2009-09-24
PMC2761422,2009-09-16
PMC2761425,2009-10-02
PMC2761947,2009-09-28
PMC2763885,2009-09-29
PMC2766392,2009-10-15
PMC2767370,2009-10-05
PMC2768750,2009-10-15
PMC2771046,2009-10-19
PMC2772861,2009-10-18
PMC2774331,2009-10-27
PMC2774870,2009-10-24
PMC2774874,2009-10-31
PMC2775754,2009-10-30
PMC2777201,2009-10-30
PMC2778664,2009-10-28
PMC2778665,2009-11-02
PMC2779821,2009-11-11
PMC2780461,2009-11-12
PMC2781828,2009-11-16
PMC2784807,2009-11-19
PMC2784808,2009-11-20
PMC2784809,2009-11-20
PMC2785841,2009-11-19
PMC2785842,2009-11-20
PMC2786911,2009-11-20
PMC2788367,2009-12-03
PMC2788368,2009-12-03
PMC2788381,2009-12-03
PMC2788585,2009-11-25
PMC2789749,2009-11-19
PMC2790472,2009-11-24
PMC2791780,2009-12-02
PMC2792231,2009-12-02
PMC2797025,2009-12-03
PMC2797534,2009-12-02
PMC2797819,2009-12-05
PMC2797821,2009-12-08
PMC2799442,2009-12-13
PMC2801526,2009-12-16
PMC2801700,2009-12-11
PMC2803201,2009-12-23
PMC2805695,2009-12-11
PMC2805696,2009-12-15
PMC2805698,2009-12-17
PMC2807443,2009-12-23
PMC2807884,2009-12-27
PMC2810306,2009-12-16
PMC2812474,2009-12-30
PMC2813243,2009-12-30
PMC2817690,2010-01-14
PMC2817691,2010-01-15
PMC2820453,2010-01-07
PMC2820456,2010-01-13
PMC2820458,2010-01-05
PMC2821371,2010-01-07
PMC2821372,2010-01-08
PMC2822536,2010-02-10
PMC2822537,2010-02-10
PMC2822765,2010-01-25
PMC2822795,2009-11-25
PMC2823686,2010-01-07
PMC2823687,2010-01-11
PMC2823688,2010-01-11
PMC2823691,2010-01-04
PMC2823693,2010-01-22
PMC2823694,2010-01-22
PMC2824715,2010-01-06
PMC2824717,2010-01-11
PMC2824719,2010-01-13
PMC2824722,2010-01-17
PMC2824725,2010-01-27
PMC2824728,2010-02-01
PMC2825235,2010-01-29
PMC2825236,2010-02-01
PMC2826315,2010-01-19
PMC2826316,2010-01-06
PMC2827406,2010-01-04
PMC2827410,2010-01-15
PMC2827411,2010-01-20
PMC2827412,2010-01-21
PMC2829017,2010-02-08
PMC2829512,2010-02-03
PMC2829513,2010-02-08
PMC2829514,2010-02-08
PMC2830985,2010-02-12
PMC2831844,2010-02-12
PMC2831845,2010-02-18
PMC2833160,2010-02-18
PMC2835664,2010-02-02
PMC2837032,2010-02-17
PMC2837033,2010-02-22
PMC2837035,2010-02-23
PMC2837036,2010-02-24
PMC2837040,2010-02-01
PMC2838842,2010-02-17
PMC2838843,2010-02-22
PMC2838844,2010-02-22
PMC2838845,2010-02-22
PMC2838848,2010-02-25
PMC2842250,2010-03-01
PMC2846912,2010-02-24
PMC2846913,2010-02-25
PMC2847969,2010-03-04
PMC2847971,2010-03-15
PMC2847973,2010-03-17
PMC2848242,2010-03-09
PMC2848243,2010-03-09
PMC2848245,2010-03-12
PMC2848248,2010-03-12
PMC2848646,2010-03-15
PMC2850359,2010-03-22
PMC2851599,2010-03-16
PMC2853524,2010-03-26
PMC2858150,2010-03-22
PMC2858152,2010-04-07
PMC2858750,2010-03-22
PMC2858751,2010-03-26
PMC2858752,2010-03-30
PMC2859406,2010-04-08
PMC2860363,2010-03-22
PMC2861062,2010-03-25
PMC2861677,2010-03-24
PMC2862047,2010-03-30
PMC2864243,2010-03-25
PMC2864246,2010-04-09
PMC2864249,2010-04-17
PMC2864251,2010-04-19
PMC2865499,2010-04-06
PMC2867825,2010-03-31
PMC2867828,2010-04-12
PMC2867829,2010-04-15
PMC2867830,2010-04-16
PMC2867831,2010-04-16
PMC2873473,2010-04-15
PMC2873475,2010-04-19
PMC2873478,2010-04-24
PMC2873480,2010-04-30
PMC2873954,2010-04-29
PMC2874810,2010-04-20
PMC2874812,2010-04-26
PMC2874813,2010-04-27
PMC2875237,2010-04-21
PMC2875238,2010-04-26
PMC2876127,2010-05-13
PMC2878307,2010-05-17
PMC2881023,2010-04-26
PMC2881026,2010-05-11
PMC2881028,2010-01-20
PMC2882930,2010-05-14
PMC2885365,2010-05-07
PMC2885366,2010-05-13
PMC2885367,2010-05-14
PMC2885369,2010-05-20
PMC2886062,2010-04-28
PMC2886065,2010-05-21
PMC2887415,2010-05-17
PMC2887420,2010-05-26
PMC2887421,2010-05-26
PMC2887422,2010-06-01
PMC2887814,2010-05-28
PMC2887815,2010-06-03
PMC2889901,2010-06-03
PMC2889902,2010-06-03
PMC2890562,2010-05-26
PMC2890563,2010-05-26
PMC2890566,2010-06-01
PMC2891614,2010-05-24
PMC2893600,2010-05-24
PMC2894042,2010-05-28
PMC2894043,2010-06-11
PMC2894804,2010-06-15
PMC2895627,2010-05-16
PMC2895630,2010-06-05
PMC2896379,2010-06-08
PMC2896956,2010-06-07
PMC2897809,2010-06-04
PMC2898759,2010-06-23
PMC2898760,2010-06-24
PMC2900264,2010-05-25
PMC2900267,2010-06-09
PMC2901317,2010-05-31
PMC2901320,2010-06-21
PMC2902221,2010-05-06
PMC2907688,2009-08-07
PMC2907690,2009-08-04
PMC2907692,2009-08-03
PMC2907694,2009-08-01
PMC2907697,2009-07-30
PMC2907698,2009-08-11
PMC2907704,2009-08-17
PMC2907705,2009-08-13
PMC2966327,2009-07-14
PMC2975411,2010-11-02
PMC2975422,2010-11-02
PMC2996923,2010-06-21
PMC2996925,2010-06-22
PMC2996928,2010-06-23
PMC2996929,2010-06-24
PMC2996932,2010-06-24
PMC2996936,2010-06-29
PMC2996942,2010-07-05
PMC2996948,2010-07-07
PMC2996959,2010-07-13
PMC2996963,2010-03-30
PMC2996971,2010-05-27
PMC2996973,2010-06-03
PMC2996977,2010-08-19
PMC2996978,2010-08-23
PMC2996988,2010-09-09
PMC2996991,2010-09-14
PMC2996993,2010-09-16
PMC2996996,2010-09-16
PMC2997000,2010-09-17
PMC2997001,2010-09-17
PMC2997002,2010-09-22
PMC2997005,2010-09-22
PMC2997009,2010-09-24
PMC2997011,2010-09-27
PMC2997015,2010-09-28
PMC2997017,2010-09-29
PMC2999342,2010-12-01
PMC3011854,2010-11-17
PMC3012609,2010-11-16
PMC3012610,2010-11-18
PMC3012673,2010-11-30
PMC3014979,2010-11-23
PMC3014981,2010-12-02
PMC3014983,2010-12-07
PMC3016417,2010-12-02
PMC3016421,2010-12-24
PMC3017085,2010-12-02
PMC3017766,2010-06-16
PMC3017779,2010-07-29
PMC3017859,2010-10-25
PMC3017863,2010-11-06
PMC3017864,2010-11-23
PMC3017867,2010-11-25
PMC3017868,2010-11-27
PMC3018144,2010-11-17
PMC3018477,2010-12-08
PMC3018478,2010-12-14
PMC3018480,2010-12-20
PMC3019231,2010-12-02
PMC3019232,2010-12-09
PMC3019233,2010-12-14
PMC3019235,2010-12-17
PMC3020590,2010-11-15
PMC3022822,2011-01-06
PMC3022823,2011-01-04
PMC3022914,2010-12-08
PMC3022919,2010-12-19
PMC3022920,2010-12-20
PMC3022924,2010-12-20
PMC3022925,2010-12-22
PMC3023747,2011-01-06
PMC3023751,2011-01-04
PMC3024950,2011-01-07
PMC3025955,2011-01-12
PMC3025959,2011-01-05
PMC3027159,2011-01-13
PMC3032697,2011-01-11
PMC3032698,2011-01-12
PMC3032699,2011-01-12
PMC3032703,2011-01-20
PMC3033816,2011-01-17
PMC3033818,2011-01-18
PMC3033819,2011-01-21
PMC3036618,2011-01-20
PMC3036619,2011-01-24
PMC3037900,2011-01-19
PMC3037901,2011-01-19
PMC3037902,2011-01-21
PMC3037903,2011-01-26
PMC3037904,2011-01-26
PMC3037905,2011-01-27
PMC3038171,2011-01-26
PMC3038921,2011-01-27
PMC3038992,2010-12-23
PMC3039609,2011-01-26
PMC3039611,2011-01-26
PMC3039614,2011-02-03
PMC3040150,2011-01-28
PMC3040728,2011-01-25
PMC3040839,2011-01-19
PMC3042410,2011-01-26
PMC3042412,2011-01-28
PMC3042945,2011-02-08
PMC3044670,2011-02-09
PMC3044671,2011-02-02
PMC3044672,2011-02-03
PMC3044673,2011-02-07
PMC3045333,2011-01-24
PMC3045338,2011-02-03
PMC3045792,2010-12-22
PMC3045795,2010-12-22
PMC3045797,2010-12-22
PMC3047302,2011-02-16
PMC3047303,2011-02-16
PMC3048544,2011-02-10
PMC3049148,2011-02-14
PMC3049149,2011-02-16
PMC3049150,2011-02-18
PMC3049757,2011-02-10
PMC3052188,2011-02-18
PMC3053258,2011-02-16
PMC3053261,2011-02-25
PMC3053262,2011-02-28
PMC3053263,2011-02-28
PMC3053591,2010-12-01
PMC3053592,2010-12-14
PMC3055841,2011-02-23
PMC3056799,2011-02-21
PMC3056800,2011-02-28
PMC3060140,2011-02-25
PMC3060142,2011-03-07
PMC3060885,2011-03-08
PMC3061936,2011-03-14
PMC3062618,2011-02-28
PMC3062619,2011-03-07
PMC3062621,2011-03-12
PMC3065435,2011-03-06
PMC3065436,2011-03-16
PMC3066126,2011-03-18
PMC3068982,2011-03-16
PMC3068983,2011-03-16
PMC3070656,2011-03-16
PMC3073923,2011-03-28
PMC3074554,2011-03-24
PMC3078891,2011-03-31
PMC3079665,2011-03-31
PMC3080314,2011-03-24
PMC3082245,2011-03-30
PMC3082247,2011-04-01
PMC3082249,2011-04-07
PMC3087353,2011-01-14
PMC3087711,2011-04-15
PMC3088569,2011-04-05
PMC3088908,2011-04-18
PMC3090358,2011-04-14
PMC3091509,2010-10-18
PMC3091626,2010-06-10
PMC3091631,2010-06-21
PMC3091634,2010-07-16
PMC3091638,2010-07-19
PMC3091642,2010-07-21
PMC3091643,2010-07-22
PMC3091661,2010-08-06
PMC3091667,2010-08-12
PMC3091668,2010-08-13
PMC3091669,2010-08-13
PMC3091670,2010-08-13
PMC3091671,2010-08-16
PMC3091672,2010-08-17
PMC3091673,2010-08-17
PMC3091676,2010-09-24
PMC3091680,2010-09-29
PMC3091681,2010-10-01
PMC3091682,2010-10-01
PMC3091690,2010-10-06
PMC3091691,2010-10-07
PMC3091692,2010-10-07
PMC3091693,2010-10-07
PMC3091694,2010-10-08
PMC3091695,2010-10-08
PMC3091696,2010-10-08
PMC3091697,2010-10-08
PMC3091698,2010-10-09
PMC3091702,2010-10-11
PMC3091705,2010-10-11
PMC3091707,2010-10-11
PMC3091708,2010-10-11
PMC3091713,2010-10-13
PMC3091715,2010-10-14
PMC3091720,2010-10-16
PMC3091721,2010-10-16
PMC3091724,2010-10-18
PMC3091730,2010-10-19
PMC3091736,2010-10-21
PMC3091737,2010-10-21
PMC3091741,2010-10-22
PMC3091750,2010-10-28
PMC3091753,2010-11-01
PMC3091754,2010-11-01
PMC3091755,2010-11-03
PMC3091765,2010-11-12
PMC3091773,2010-11-23
PMC3091777,2010-11-24
PMC3091778,2010-11-24
PMC3091788,2010-11-29
PMC3091793,2010-12-09
PMC3094308,2011-04-11
PMC3094310,2011-04-16
PMC3096985,2011-04-28
PMC3098810,2011-04-14
PMC3107184,2011-04-13
PMC3107815,2011-05-12
PMC3111391,2011-04-26
PMC3111392,2011-04-28
PMC3111393,2011-05-16
PMC3112146,2011-04-19
PMC3113783,2011-04-20
PMC3113784,2011-05-05
PMC3113788,2011-05-20
PMC3114748,2011-05-20
PMC3115880,2011-05-09
PMC3116503,2011-05-04
PMC3116508,2011-05-20
PMC3117859,2011-05-31
PMC3118215,2011-05-11
PMC3118217,2011-05-18
PMC3118785,2011-05-10
PMC3118786,2011-05-18
PMC3123330,2011-05-24
PMC3124439,2011-05-27
PMC3125265,2011-05-19
PMC3125266,2011-06-02
PMC3125268,2011-06-10
PMC3126781,2011-05-10
PMC3128066,2011-05-23
PMC3128068,2011-06-09
PMC3128069,2011-06-10
PMC3128070,2011-06-16
PMC3129592,2011-06-07
PMC3132168,2011-06-02
PMC3132170,2011-06-10
PMC3135579,2011-06-25
PMC3141664,2011-06-06
PMC3141665,2011-06-07
PMC3141666,2011-06-10
PMC3141667,2011-06-13
PMC3141668,2011-06-13
PMC3141669,2011-06-16
PMC3141672,2011-06-23
PMC3141674,2011-06-28
PMC3141675,2011-06-30
PMC3141676,2011-06-30
PMC3143105,2011-06-15
PMC3145607,2011-06-29
PMC3146452,2011-06-27
PMC3146453,2011-07-05
PMC3146457,2011-07-12
PMC3146458,2011-07-13
PMC3149589,2011-07-05
PMC3150300,2011-07-19
PMC3154204,2011-07-27
PMC3154874,2011-07-05
PMC3154875,2011-07-06
PMC3156786,2011-07-20
PMC3157476,2011-06-28
PMC3157477,2011-07-26
PMC3160423,2011-07-15
PMC3161017,2011-07-08
PMC3161972,2011-07-05
PMC3161973,2011-07-05
PMC3162933,2011-07-31
PMC3163228,2011-08-01
PMC3163566,2011-07-29
PMC3163569,2011-08-03
PMC3163571,2011-08-03
PMC3166287,2011-08-16
PMC3166948,2011-08-08
PMC3166949,2011-08-09
PMC3166951,2011-08-18
PMC3169531,2011-08-08
PMC3170308,2011-08-17
PMC3171729,2011-08-24
PMC317289,2004-01-05
PMC3173453,2011-08-14
PMC3173455,2011-08-19
PMC3175228,2011-08-25
PMC3175480,2011-08-24
PMC3175481,2011-09-01
PMC3176259,2011-08-10
PMC3178546,2011-09-01
PMC3179967,2011-09-10
PMC3180702,2011-09-05
PMC3184296,2011-09-19
PMC3186786,2011-08-26
PMC3188532,2011-09-10
PMC3188535,2011-09-26
PMC3188536,2011-09-27
PMC3189399,2011-08-31
PMC3189941,2011-09-22
PMC3190404,2011-09-27
PMC3191542,2011-09-21
PMC3191543,2011-09-27
PMC3194238,2011-07-27
PMC3196748,2011-09-23
PMC3197534,2011-09-25
PMC3199282,2011-10-03
PMC3199283,2011-10-07
PMC3199781,2011-07-26
PMC3202273,2011-10-04
PMC3204308,2011-10-11
PMC3206522,2011-10-13
PMC3206523,2011-10-17
PMC3207997,2011-10-10
PMC3208247,2011-10-14
PMC3209470,2011-10-07
PMC3209474,2011-09-26
PMC3209475,2011-10-20
PMC3209670,2011-10-10
PMC3209707,2011-10-20
PMC3210194,2011-10-16
PMC3213123,2011-05-24
PMC3215681,2011-10-13
PMC3216976,2011-10-28
PMC3218040,2011-10-11
PMC3219613,2011-11-02
PMC3219749,2011-11-02
PMC3219791,2011-10-18
PMC3221674,2011-11-08
PMC3221739,2011-10-27
PMC3224130,2011-05-31
PMC3224210,2011-10-01
PMC3224240,2011-06-11
PMC3224256,2011-10-07
PMC3224338,2011-05-11
PMC3224377,2011-10-07
PMC3224684,2010-09-28
PMC3224690,2010-11-20
PMC3224704,2010-10-18
PMC3224725,2010-07-19
PMC3225857,2006-08-29
PMC3225879,2007-03-27
PMC3226587,2011-11-12
PMC3228557,2011-09-26
PMC3228559,2011-10-10
PMC3228561,2011-09-29
PMC3228854,2011-11-17
PMC3229617,2011-10-30
PMC3229715,2011-10-27
PMC3235179,2011-11-25
PMC3235194,2011-11-23
PMC3238303,2011-11-12
PMC3239847,2011-11-04
PMC3240664,2011-11-18
PMC3245506,2011-11-04
PMC3247910,2011-11-25
PMC3248028,2011-11-02
PMC3248099,2011-11-14
PMC3253712,2011-11-22
PMC3256240,2011-12-02
PMC3258294,2011-12-20
PMC3258297,2011-11-28
PMC3258298,2011-12-14
PMC3258366,2011-11-23
PMC3259105,2011-12-15
PMC3265547,2011-12-15
PMC3266306,2011-12-13
PMC3266614,2011-11-30
PMC3266662,2011-12-20
PMC3267696,2012-01-10
PMC3267782,2011-12-19
PMC3269463,2011-10-12
PMC3269833,2011-11-03
PMC3269984,2012-01-10
PMC3271303,2011-09-30
PMC3273426,2012-01-06
PMC3274495,2011-12-22
PMC3275489,2012-01-18
PMC3276653,2011-11-21
PMC3276680,2011-12-20
PMC3277459,2012-01-09
PMC3282659,2012-01-04
PMC3282832,2011-11-16
PMC3282834,2011-11-25
PMC3283566,2011-12-23
PMC3283746,2011-12-23
PMC3287387,2011-12-22
PMC3287501,2011-12-23
PMC3287503,2011-12-23
PMC3287593,2011-11-16
PMC3288009,2011-12-02
PMC3288119,2011-12-16
PMC3292500,2012-02-02
PMC3292584,2011-12-19
PMC3293720,2012-01-17
PMC3293726,2012-01-12
PMC3295665,2012-01-24
PMC3295679,2012-02-01
PMC3295715,2012-01-31
PMC3296765,2011-12-29
PMC3298464,2012-01-17
PMC3298476,2012-02-06
PMC3298487,2012-01-18
PMC3298507,2012-01-31
PMC3299604,2012-02-27
PMC3305546,2011-12-21
PMC3305579,2012-01-10
PMC3305632,2012-02-14
PMC3306746,2012-01-19
PMC3309927,2012-02-17
PMC3311077,2012-01-30
PMC3312816,2012-01-03
PMC3315725,2012-01-12
PMC3319424,2012-03-06
PMC3320563,2012-03-16
PMC3323429,2012-01-13
PMC3328248,2012-03-27
PMC3329404,2012-03-20
PMC3333174,2011-11-30
PMC3333177,2011-11-30
PMC3333181,2011-11-30
PMC3333183,2011-11-30
PMC3333190,2011-11-30
PMC3337229,2012-02-29
PMC3338085,2012-04-05
PMC3339519,2012-02-10
PMC3340327,2012-03-19
PMC3340398,2011-12-29
PMC3342086,2012-01-17
PMC3342102,2012-03-28
PMC3342123,2012-03-16
PMC3350440,2012-02-14
PMC3352295,2012-04-16
PMC3352309,2012-03-19
PMC3353164,2012-03-29
PMC3353197,2012-04-24
PMC3353202,2012-04-26
PMC3353239,2012-03-22
PMC3355032,2012-04-24
PMC3359214,2012-03-27
PMC3364853,2012-03-31
PMC3364883,2012-04-11
PMC3364912,2012-04-05
PMC3366882,2012-05-04
PMC3368722,2012-01-19
PMC3368770,2012-03-20
PMC3368779,2012-03-21
PMC3377915,2011-11-30
PMC3377934,2011-10-23
PMC3378427,2012-03-14
PMC3378455,2012-03-31
PMC3384456,2012-03-29
PMC3384475,2012-03-23
PMC3394419,2012-04-12
PMC3394424,2012-06-11
PMC3395874,2012-03-20
PMC3403905,2012-04-24
PMC3406964,2012-04-26
PMC3407029,2012-06-21
PMC3409033,2012-04-24
PMC3410760,2012-06-21
PMC3410764,2012-07-16
PMC3410783,2012-05-30
PMC3411418,2012-04-24
PMC3412164,2012-06-22
PMC3412749,2012-05-08
PMC3414795,2012-07-02
PMC3418159,2012-05-11
PMC3418162,2012-07-23
PMC3418554,2012-06-18
PMC3420248,2012-05-30
PMC3422206,2012-07-20
PMC3424129,2012-04-16
PMC3424136,2012-07-24
PMC3424832,2012-07-27
PMC3425319,2012-04-26
PMC3427041,2012-07-06
PMC3427045,2012-06-18
PMC3427046,2012-05-04
PMC3428657,2012-07-10
PMC3428664,2012-06-15
PMC3428670,2012-05-14
PMC3430569,2012-05-10
PMC3431224,2012-07-23
PMC3431227,2012-07-24
PMC3431258,2012-04-16
PMC3431268,2012-07-17
PMC3434030,2012-07-20
PMC3434033,2012-06-19
PMC3436859,2012-06-20
PMC3439254,2012-06-15
PMC3439707,2012-04-11
PMC3441217,2012-06-12
PMC3441220,2012-08-16
PMC3441221,2012-03-28
PMC3441405,2012-06-06
PMC3441763,2012-05-21
PMC3441800,2012-06-28
PMC3441847,2012-05-22
PMC3442982,2012-05-30
PMC3442993,2012-06-24
PMC3443006,2012-05-30
PMC3443010,2012-08-02
PMC3443417,2012-08-28
PMC3443421,2012-09-03
PMC3443423,2012-06-15
PMC3443446,2012-05-17
PMC3443447,2012-06-29
PMC3443458,2012-06-19
PMC3443663,2012-07-23
PMC3443676,2012-07-30
PMC3444928,2012-06-06
PMC3444936,2012-09-11
PMC3447678,2012-07-02
PMC3447688,2012-08-16
PMC3447711,2012-08-27
PMC3447724,2012-09-04
PMC3447736,2012-05-30
PMC3453505,2012-07-28
PMC3460730,2012-05-04
PMC3460736,2012-05-01
PMC3460743,2012-07-24
PMC3460754,2012-06-08
PMC3460768,2012-07-02
PMC3460777,2012-05-17
PMC3460788,2012-08-21
PMC3460789,2012-09-19
PMC3462722,2012-08-08
PMC3463425,2012-08-17
PMC3464666,2012-06-29
PMC3465249,2012-05-20
PMC3468353,2012-08-03
PMC3468377,2012-08-01
PMC3468387,2012-05-10
PMC3469347,2012-08-01
PMC3469349,2012-08-01
PMC3469353,2012-09-21
PMC3472208,2012-08-01
PMC3472243,2012-07-16
PMC3472246,2012-06-14
PMC3472292,2012-09-27
PMC3472294,2012-07-30
PMC3472298,2012-08-24
PMC3472299,2012-07-30
PMC3472315,2012-09-28
PMC3472323,2012-08-17
PMC3473242,2012-08-24
PMC3473251,2012-09-11
PMC3473311,2012-08-05
PMC3473316,2012-06-24
PMC3473317,2012-09-06
PMC3475082,2012-10-02
PMC3476391,2012-07-09
PMC3477019,2012-09-15
PMC3477022,2012-10-02
PMC3478155,2012-08-21
PMC3478156,2012-09-20
PMC3478158,2012-10-05
PMC3478160,2012-05-06
PMC3478167,2012-07-23
PMC3478168,2012-10-04
PMC3478169,2012-08-31
PMC3478172,2012-10-11
PMC3479429,2012-08-20
PMC3481399,2012-10-26
PMC3481433,2012-09-12
PMC3481447,2012-10-26
PMC3483168,2012-07-02
PMC3483216,2012-05-11
PMC3484046,2012-09-15
PMC3484060,2012-06-15
PMC3487974,2012-09-12
PMC3488962,2012-04-25
PMC3490809,2012-05-14
PMC3495648,2012-09-05
PMC3495651,2012-10-06
PMC3495689,2012-08-16
PMC3496578,2012-06-22
PMC3496626,2012-05-04
PMC3496627,2012-08-13
PMC3496629,2012-08-14
PMC3496630,2012-09-15
PMC3499383,2012-11-15
PMC3500212,2012-11-05
PMC3500228,2012-10-15
PMC3500266,2012-10-10
PMC3503602,2012-08-31
PMC3505159,2012-10-16
PMC3505161,2012-07-07
PMC3505177,2012-10-05
PMC3505181,2012-11-13
PMC3505183,2012-11-10
PMC3505472,2012-10-02
PMC3505475,2012-08-17
PMC3505476,2012-08-23
PMC3505485,2012-06-22
PMC3505737,2012-10-29
PMC3505742,2012-11-05
PMC3507642,2012-07-31
PMC3507653,2012-07-30
PMC3507770,2012-10-26
PMC3519671,2012-05-14
PMC3520118,2012-06-15
PMC3521209,2012-12-07
PMC3521215,2012-12-07
PMC3521227,2012-12-07
PMC3521236,2012-12-07
PMC3521385,2012-12-07
PMC3521389,2012-12-07
PMC3521391,2012-12-07
PMC3526417,2012-09-07
PMC3526425,2012-10-30
PMC3526459,2012-09-15
PMC3527002,2012-11-21
PMC3527191,2012-08-08
PMC3527192,2012-11-21
PMC3532085,2012-11-21
PMC3532173,2012-11-15
PMC3532176,2012-10-19
PMC3532181,2012-10-15
PMC3532188,2012-06-08
PMC3532190,2012-08-01
PMC3532242,2012-10-09
PMC3532339,2012-10-25
PMC3532363,2012-08-10
PMC3532374,2012-09-25
PMC3533509,2012-11-21
PMC3533575,2012-10-29
PMC3533581,2012-11-23
PMC3533583,2012-10-30
PMC3533650,2012-11-13
PMC3534338,2012-10-03
PMC3534403,2012-09-20
PMC3534495,2012-11-19
PMC3534498,2012-11-21
PMC3534563,2012-08-28
PMC3534599,2012-11-15
PMC3534601,2012-11-10
PMC3534603,2012-10-15
PMC3534615,2012-08-30
PMC3534622,2012-10-30
PMC3534630,2012-08-29
PMC3535701,2012-12-17
PMC3535702,2012-12-17
PMC3535709,2012-12-17
PMC3536564,2012-11-27
PMC3536570,2012-11-29
PMC3536581,2012-11-23
PMC3536586,2012-06-13
PMC3537563,2012-06-22
PMC3538557,2012-12-10
PMC3541978,2012-12-12
